mgrtomsa:confidence,id,msa,cleanedtweet,cleanedtweet2
0.661,9266,بوثي مشكلة يا جرثومة التجرثيم لكبير انتم سبابوا مع احترامي,بوثي مشكلة يا جرثومة التجرثيم لكبير انتوما سبابو تفوووه مع احترامي للبزقة,بوثي مشكلة يا جرثومة التجرثيم لكبير انتوما سبابو تفوه مع احترامي للبزقة
1.0,9267,اي نوع من الانترنت هذه لم اعد احتمل سرعتها,واشنو هاد لاكونكسيو طلعتلي الغار للراس غير انا و لا انتوما تاني تمسخيييييير والله,واشنو هاد لاكونكسيو طلعتلي الغار للراس غير انا و لا انتوما تاني تمسخير والله
1.0,9279,لماذا كل يوم لأربعاء أنتم تختارون الموسيقى و اليوم المنافسة اختر أغنيتك,كيف كل نهار اربعاء انتوما اللي تختاروا الموزيكا و ليوم المنافسة بين اختار غنايتك,كيف كل نهار اربعاء انتوما اللي تختاروا الموزيكا و ليوم المنافسة بين اختار غنايتك
1.0,9283,حمارة أنتم الذين أصابكم الحمق أما البارصة  فنحن نعلم منذ الأول أنها ستربح,ههههههههههههههههه دابا انتوما اللي اصابكم الحمق اما البارصا باينة من الاول غادي تربح ههههههه,دابا انتوما اللي اصابكم الحمق اما البارصا باينة من الاول غادي تربح
0.6916,9288,أسيل لم يقولوا للمرأة سهلاوية بانكم حزب مستقل وانتم السبب في المشاكل قال السهلويون أسيل يسخرون منا,أسيل ماقالوش للعايلة سهلاوية إنتوما راكم حزب وحدكم و إنتوما سباب المشاكل قالو السهلوين أسيل يتمسخروا بينا,أسيل ماقالوش للعايلة سهلاوية إنتوما راكم حزب وحدكم و إنتوما سباب المشاكل قالو السهلوين أسيل يتمسخروا بينا
1.0,9290,وانتم اخوتنا في المغرب تعرفون هذه الكلمة لا اظنها تخصنا نحن فقط جزائريون,و انتوما المغاربة خوتنا تعرفوا هاد الكلمة لا اظن هذه الكلمة تخص الجزائريين وحدهم,و انتوما المغاربة خوتنا تعرفوا هاد الكلمة لا اظن هذه الكلمة تخص الجزائريين وحدهم
1.0,9293,وانتم  في القلب  من سيبقى,و انتوما راكو في القلب شكون باقي,و انتوما راكو في القلب شكون باقي
0.6708,9294,تنتظرون اوراق باناما وفرنسا لتعرفوا السارق,تستناو في اوراق باناما باش تعرفو الي عنا سراق يا معلم الووووو عاشيين معانا انتوما السراق انتخبتوهم,تستناو في اوراق باناما باش تعرفو الي عنا سراق يا معلم الو عاشيين معانا انتوما السراق انتخبتوهم
1.0,9295,لا لستم انتم لانه لما سهيلة تتكم عن الاستغلاليين المنافقين متل بوديرة,لا مش انتوما على خااطر تية كي سهيلة نهدر على استغلاليين منافقين كيما ماماكم بوديرة,لا مش انتوما على خااطر تية كي سهيلة نهدر على استغلاليين منافقين كيما ماماكم بوديرة
1.0,9296,قولي فقط ماهو شعوركم عندما تتغيرون و تأتوا و تقولون على السوهابين  متغريين حلال عليكم وحرام علينا,قولي برك وشنو هو شعوركم لما انتوما تحلبو وتجو تقولو على السوهابين حلابين حلال عليكم وحرام علينا,قولي برك وشنو هو شعوركم لما انتوما تحلبو وتجو تقولو على السوهابين حلابين حلال عليكم وحرام علينا
1.0,9300,وانتم هل لديكم مشكلى مع الطائرة وصداع مثلي,وآش حتى انتوما كتجيكم الدوخة فالطيارة ولا غير أنا تخربيقة أشعر بالدوخة,وآش حتى انتوما كتجيكم الدوخة فالطيارة ولا غير أنا تخربيقة أشعر بالدوخة
0.6674,9304,ما من تاريخ يبيعونه هل انتم اغبياء؟,واش من تاريخ باعوه يعني انتوما اغبياء لهذ الدرررجة املا مام امال باعت لهوية,واش من تاريخ باعوه يعني انتوما اغبياء لهذ الدرجة املا مام امال باعت لهوية
1.0,9305,هوما قامو بيالتسجيل واين انتم,هوما سجلوا و انتوما وقتاش الرابط مبادرون,هوما سجلوا و انتوما وقتاش الرابط مبادرون
1.0,9313,مِبّتْسمة لم أقدر على ذلك تظنيني انكم كمل هكذا عاند ولا تحسد,مِبّتْسمة مقدرتلكش عبالك انتوما كامل هك وارعين عاند و لا تحسد,مبتسمة مقدرتلكش عبالك انتوما كامل هك وارعين عاند و لا تحسد
1.0,9314,سارة مدام محرز أنتم فزتم على الألمان و أنتم كأس العالم تحلمون به,سَارة مدآم محرّز ههههه انتوما ربحتو الالماان انتوما كأس العالم راكم تحلموو بيه,سارة مدآم محرز انتوما ربحتو الالماان انتوما كأس العالم راكم تحلموو بيه
1.0,9318,"أحبتي أنا  إشتقت إليكم و أنتم ,",حبابي انا توحشتكم و انتوما,حبابي انا توحشتكم و انتوما
1.0,9331,اتركهم يتكلمون انم لم تلعبو على الطيوح و سقطتم  و اما النهار الذي  تتمنونه ليس آت,تي خليهم يحكيو كيما زعما انتوما ملعبتوش عالطيوح وطحتو اما النهار الي تتمناو فيه مش بش يجي,تي خليهم يحكيو كيما زعما انتوما ملعبتوش عالطيوح وطحتو اما النهار الي تتمناو فيه مش بش يجي
1.0,9333,مباراة كلها قضيتموها ركنيات,تي انتوما ماتش كامل عديتوه ركنيات,تي انتوما ماتش كامل عديتوه ركنيات
1.0,9336,ربي  يحفظك و يطول عمرك فأنتم أهلوا,الله يحفضك ويخليك الكرن انتوما اهلو,الله يحفضك ويخليك الكرن انتوما اهلو
1.0,9336,حفظك الله وأبقاك أنتم أهل الكرن,الله يحفضك ويخليك الكرن انتوما اهلو,الله يحفضك ويخليك الكرن انتوما اهلو
0.6684,9336,يحفظك الله و يحفظ لك الكرن انتم اهله,الله يحفضك ويخليك الكرن انتوما اهلو,الله يحفضك ويخليك الكرن انتوما اهلو
1.0,9364,حتى توتير غلقوه قبل يوم من رمضان او انتم لا تصوموا,حتى تويتر كتسدوه قبل يوم من رمضان ولا أنتوما مكتصوموش,حتى تويتر كتسدوه قبل يوم من رمضان ولا أنتوما مكتصوموش
1.0,9366,كذبت عليكم انتم تشتمو باسم سهيلة  وتشكرون باسم ايهاب,هيه نكذب عليكم انتوما تسبو باسم سهيلة وتشكرو بسباسات باسم ايهاب ي,هيه نكذب عليكم انتوما تسبو باسم سهيلة وتشكرو بسباسات باسم ايهاب ي
1.0,9371,تونسية ربي يفضلكم وان شاء الله انتم بخير,تونسية ربي يفضلكم وان شاء الله انتوما لاباس,تونسية ربي يفضلكم وان شاء الله انتوما لاباس
1.0,9379,سوهابيين قال لكم ابراهيم صديق ايهاب الايهابيين وصلوا ايهاب و أنتم لم تفعلو أي شيء هكذا متوقعة هي النهاية,سوهابيين قالكم ابراهيم صاحب ايهاب هههههه الايهابيين وصلوا ايهاب انتوما مادرتوا والو كانت باينة تكمل كيماهاك,سوهابيين قالكم ابراهيم صاحب ايهاب الايهابيين وصلوا ايهاب انتوما مادرتوا والو كانت باينة تكمل كيماهاك
